Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
9.84,0.972222,0.971915
9.85,0.972222,0.971610
9.86,0.972222,0.971074
9.87,0.972222,0.969642
9.88,0.972222,0.971374
9.89,0.972222,0.972395
9.90,0.972222,0.972001
9.91,0.972222,0.972863
9.92,0.972222,0.973386
9.93,0.972222,0.973624
9.94,0.972222,0.972245
9.95,0.972222,0.972227
9.96,0.972222,0.974285
9.97,0.972222,0.973534
9.98,0.972222,0.972150
9.99,0.972222,0.970887
10.00,0.972222,0.971455
10.01,0.972167,0.972852
10.02,0.972111,0.971412
10.03,0.972056,0.970826
10.04,0.972000,0.971382
10.05,0.971944,0.970727
10.06,0.971889,0.969518
10.07,0.971833,0.969011
10.08,0.971778,0.967256
10.09,0.971722,0.966906
10.10,0.971667,0.965882
10.11,0.971611,0.966980
10.12,0.971556,0.965793
10.13,0.971500,0.965721
10.14,0.971444,0.965738
10.15,0.971389,0.964916
10.16,0.971333,0.964894
10.17,0.971278,0.964555
10.18,0.971222,0.964878
10.19,0.971167,0.965010
10.20,0.971111,0.965416
10.21,0.971056,0.964271
10.22,0.971000,0.964619
10.23,0.970944,0.964986
10.24,0.970889,0.964887
10.25,0.970833,0.964764
10.26,0.970778,0.963616
10.27,0.970722,0.963896
10.28,0.970667,0.964657
10.29,0.970611,0.964542
10.30,0.970556,0.966006
10.31,0.970500,0.967325
10.32,0.970444,0.968076
10.33,0.970389,0.968457
10.34,0.970333,0.970655
10.35,0.970278,0.970023
10.36,0.970222,0.970205
10.37,0.970167,0.970631
10.38,0.970111,0.970923
10.39,0.970056,0.970954
10.40,0.970000,0.972166
10.41,0.969944,0.972862
10.42,0.969889,0.972753
10.43,0.969833,0.972327
10.44,0.969778,0.971595
10.45,0.969722,0.971853
10.46,0.969667,0.972102
10.47,0.969611,0.971953
10.48,0.969556,0.972955
10.49,0.969500,0.973405
10.50,0.969444,0.972779
10.51,0.969389,0.973423
10.52,0.969333,0.973544
10.53,0.969278,0.974840
10.54,0.969222,0.975207
10.55,0.969167,0.975005
10.56,0.969111,0.975489
10.57,0.969056,0.973817
10.58,0.969000,0.974026
10.59,0.968944,0.973740
10.60,0.968889,0.972768
10.61,0.968833,0.974196
10.62,0.968778,0.974754
10.63,0.968722,0.973698
10.64,0.968667,0.973933
10.65,0.968611,0.973475
10.66,0.968556,0.973352
10.67,0.968500,0.973896
10.68,0.968444,0.975060
10.69,0.968389,0.973175
10.70,0.968333,0.973794
10.71,0.968278,0.974983
10.72,0.968222,0.975319
10.73,0.968167,0.974742
10.74,0.968111,0.974431
10.75,0.968056,0.973983
10.76,0.968000,0.973292
10.77,0.967944,0.974852
10.78,0.967889,0.973481
10.79,0.967833,0.971948
10.80,0.967778,0.971949
10.81,0.967722,0.973429
10.82,0.967667,0.973520
10.83,0.967611,0.973122
10.84,0.967556,0.972337
10.85,0.967500,0.973136
10.86,0.967444,0.973002
10.87,0.967389,0.972678
10.88,0.967333,0.973866
10.89,0.967278,0.974333
10.90,0.967222,0.974090
10.91,0.967167,0.973142
10.92,0.967111,0.973035
10.93,0.967056,0.973415
10.94,0.967000,0.972317
10.95,0.966944,0.971032
10.96,0.966889,0.971211
10.97,0.966833,0.970503
10.98,0.966778,0.969793
10.99,0.966722,0.967687
11.00,0.966667,0.967941
11.01,0.966611,0.969205
11.02,0.966556,0.968953
11.03,0.966500,0.967490
11.04,0.966444,0.967944
11.05,0.966389,0.969114
11.06,0.966333,0.967319
11.07,0.966278,0.967921
11.08,0.966222,0.967848
11.09,0.966167,0.969194
11.10,0.966111,0.968438
11.11,0.966056,0.968360
11.12,0.966000,0.966658
11.13,0.965944,0.966467
11.14,0.965889,0.966460
11.15,0.965833,0.967172
11.16,0.965778,0.966476
11.17,0.965722,0.966540
11.18,0.965667,0.967076
11.19,0.965611,0.966275
11.20,0.965556,0.968127
11.21,0.965500,0.969660
11.22,0.965444,0.970400
11.23,0.965389,0.970426
11.24,0.965333,0.968857
11.25,0.965278,0.967983
11.26,0.965222,0.966027
11.27,0.965167,0.966673
11.28,0.965111,0.966777
11.29,0.965056,0.966981
11.30,0.965000,0.965887
11.31,0.964944,0.966205
11.32,0.964889,0.966238
11.33,0.964833,0.967621
11.34,0.964778,0.969809
11.35,0.964722,0.969451
11.36,0.964667,0.969810
11.37,0.964611,0.969599
11.38,0.964556,0.969439
11.39,0.964500,0.970977
11.40,0.964444,0.970981
11.41,0.964389,0.971764
11.42,0.964333,0.973720
11.43,0.964278,0.975169
11.44,0.964222,0.975314
11.45,0.964167,0.976521
11.46,0.964111,0.975289
11.47,0.964056,0.974758
11.48,0.964000,0.976875
11.49,0.963944,0.978247
11.50,0.963889,0.976989
11.51,0.963833,0.976498
11.52,0.963778,0.976239
11.53,0.963722,0.975592
11.54,0.963667,0.976176
11.55,0.963611,0.975629
11.56,0.963556,0.975975
11.57,0.963500,0.976894
11.58,0.963444,0.976889
11.59,0.963389,0.975892
11.60,0.963333,0.977703
11.61,0.963278,0.978768
11.62,0.963222,0.977381
11.63,0.963167,0.976847
11.64,0.963111,0.974766
11.65,0.963056,0.974678
11.66,0.963000,0.973321
11.67,0.962944,0.974056
11.68,0.962889,0.974287
11.69,0.962833,0.974512
11.70,0.962778,0.973624
11.71,0.962722,0.974253
11.72,0.962667,0.976387
11.73,0.962611,0.977521
11.74,0.962556,0.976414
11.75,0.962500,0.977520
11.76,0.962444,0.977109
11.77,0.962389,0.974994
11.78,0.962333,0.975321
11.79,0.962278,0.975374
11.80,0.962222,0.974951
11.81,0.962167,0.975300
11.82,0.962111,0.974766
11.83,0.962056,0.973726
11.84,0.962000,0.974785
11.85,0.961944,0.972673
11.86,0.961889,0.972403
11.87,0.961833,0.972131
11.88,0.961778,0.971519
11.89,0.961722,0.969268
11.90,0.961667,0.968920
11.91,0.961611,0.969761
11.92,0.961556,0.970702
11.93,0.961500,0.970582
11.94,0.961444,0.969650
11.95,0.961389,0.969377
11.96,0.961333,0.969699
11.97,0.961278,0.970532
11.98,0.961222,0.972498
11.99,0.961167,0.972035
12.00,0.961111,0.972795
12.01,0.961056,0.971152
12.02,0.961000,0.972763
12.03,0.960944,0.973297
12.04,0.960889,0.972679
12.05,0.960833,0.972616
12.06,0.960778,0.973972
12.07,0.960722,0.971267
12.08,0.960667,0.970528
12.09,0.960611,0.970945
12.10,0.960556,0.970181
12.11,0.960500,0.972114
12.12,0.960444,0.971092
12.13,0.960389,0.970925
12.14,0.960333,0.971754
12.15,0.960278,0.970536
12.16,0.960222,0.971698
12.17,0.960167,0.972771
12.18,0.960111,0.973833
12.19,0.960056,0.975104
12.20,0.960000,0.975502
12.21,0.959944,0.974623
12.22,0.959889,0.974724
12.23,0.959833,0.974571
12.24,0.959778,0.974416
12.25,0.959722,0.976018
12.26,0.959667,0.978162
12.27,0.959611,0.976862
12.28,0.959556,0.978665
12.29,0.959500,0.977997
12.30,0.959444,0.979203
12.31,0.959389,0.978722
12.32,0.959333,0.980706
12.33,0.959278,0.980849
12.34,0.959222,0.979396
12.35,0.959167,0.977001
12.36,0.959111,0.975218
12.37,0.959056,0.974068
12.38,0.959000,0.973999
12.39,0.958944,0.971957
12.40,0.958889,0.972695
12.41,0.958833,0.972582
12.42,0.958778,0.973766
12.43,0.958722,0.974181
12.44,0.958667,0.975660
12.45,0.958611,0.975284
12.46,0.958556,0.974379
12.47,0.958500,0.974046
12.48,0.958444,0.972806
12.49,0.958389,0.973792
12.50,0.958333,0.974057
12.51,0.958278,0.975773
12.52,0.958222,0.973399
12.53,0.958167,0.974810
12.54,0.958111,0.975465
12.55,0.958056,0.977370
12.56,0.958000,0.975712
12.57,0.957944,0.973897
12.58,0.957889,0.972326
12.59,0.957833,0.972002
12.60,0.957778,0.972628
12.61,0.957722,0.972300
12.62,0.957667,0.971915
12.63,0.957611,0.971705
12.64,0.957556,0.971154
12.65,0.957500,0.968736
12.66,0.957444,0.970291
12.67,0.957389,0.967993
12.68,0.957333,0.966524
12.69,0.957278,0.965414
12.70,0.957222,0.967212
12.71,0.957167,0.966758
12.72,0.957111,0.965006
12.73,0.957056,0.965623
12.74,0.957000,0.963066
12.75,0.956944,0.963990
12.76,0.956889,0.961620
12.77,0.956833,0.962501
12.78,0.956778,0.962236
12.79,0.956722,0.963377
12.80,0.956667,0.964855
12.81,0.956611,0.964773
12.82,0.956556,0.964275
12.83,0.956500,0.965014
12.84,0.956444,0.966860
12.85,0.956389,0.968425
12.86,0.956333,0.968364
12.87,0.956278,0.968973
12.88,0.956222,0.970868
12.89,0.956167,0.973274
12.90,0.956111,0.971387
12.91,0.956056,0.972110
12.92,0.956000,0.971855
12.93,0.955944,0.969475
12.94,0.955889,0.970720
12.95,0.955833,0.968437
12.96,0.955778,0.968627
12.97,0.955722,0.966627
12.98,0.955667,0.967789
12.99,0.955611,0.967214
13.00,0.955556,0.968786
13.01,0.955500,0.966926
13.02,0.955444,0.966631
13.03,0.955389,0.965414
13.04,0.955333,0.966651
13.05,0.955278,0.967756
13.06,0.955222,0.968220
13.07,0.955167,0.968472
13.08,0.955111,0.968716
13.09,0.955056,0.967286
13.10,0.955000,0.969493
13.11,0.954944,0.969849
13.12,0.954889,0.969507
13.13,0.954833,0.967881
13.14,0.954778,0.969396
13.15,0.954722,0.968763
13.16,0.954667,0.968438
13.17,0.954611,0.967632
13.18,0.954556,0.968793
13.19,0.954500,0.971026
13.20,0.954444,0.970430
13.21,0.954389,0.969863
13.22,0.954333,0.969908
13.23,0.954278,0.970623
13.24,0.954222,0.968538
13.25,0.954167,0.965990
13.26,0.954111,0.964436
13.27,0.954056,0.962928
13.28,0.954000,0.962289
13.29,0.953944,0.964301
13.30,0.953889,0.965379
13.31,0.953833,0.966809
13.32,0.953778,0.965755
13.33,0.953722,0.967396
13.34,0.953667,0.967645
13.35,0.953611,0.965170
13.36,0.953556,0.962902
13.37,0.953500,0.962741
13.38,0.953444,0.962852
13.39,0.953389,0.961864
13.40,0.953333,0.961554
13.41,0.953278,0.961248
13.42,0.953222,0.959998
13.43,0.953167,0.958571
13.44,0.953111,0.958234
13.45,0.953056,0.955530
13.46,0.953000,0.955565
13.47,0.952944,0.956871
13.48,0.952889,0.955624
13.49,0.952833,0.955787
13.50,0.952778,0.957214
13.51,0.952722,0.955369
13.52,0.952667,0.953174
13.53,0.952611,0.953455
13.54,0.952556,0.954537
13.55,0.952500,0.956257
13.56,0.952444,0.954883
13.57,0.952389,0.954575
13.58,0.952333,0.954861
13.59,0.952278,0.957021
13.60,0.952222,0.957599
13.61,0.952167,0.958450
13.62,0.952111,0.958817
13.63,0.952056,0.958242
13.64,0.952000,0.958206
13.65,0.951944,0.958705
13.66,0.951889,0.961237
13.67,0.951833,0.961548
13.68,0.951778,0.958678
13.69,0.951722,0.958921
13.70,0.951667,0.958214
13.71,0.951611,0.958053
13.72,0.951556,0.958206
13.73,0.951500,0.959868
13.74,0.951444,0.958670
13.75,0.951389,0.960265
13.76,0.951333,0.961024
13.77,0.951278,0.959971
13.78,0.951222,0.959082
13.79,0.951167,0.960676
13.80,0.951111,0.962791
13.81,0.951056,0.963299
13.82,0.951000,0.963544
13.83,0.950944,0.961782
13.84,0.950889,0.961026
13.85,0.950833,0.962252
13.86,0.950778,0.960275
13.87,0.950722,0.960045
13.88,0.950667,0.960932
13.89,0.950611,0.960785
13.90,0.950556,0.962241
13.91,0.950500,0.963613
13.92,0.950444,0.965290
13.93,0.950389,0.964000
13.94,0.950333,0.963271
13.95,0.950278,0.962548
13.96,0.950222,0.962760
13.97,0.950167,0.961561
13.98,0.950111,0.962174
13.99,0.950056,0.962717
14.00,0.950000,0.963346
14.01,0.949944,0.960389
14.02,0.949889,0.958011
14.03,0.949833,0.958892
14.04,0.949778,0.958305
14.05,0.949722,0.956884
14.06,0.949667,0.955280
14.07,0.949611,0.954244
14.08,0.949556,0.957046
14.09,0.949500,0.954430
14.10,0.949444,0.953208
14.11,0.949389,0.951900
14.12,0.949333,0.953141
14.13,0.949278,0.950167
14.14,0.949222,0.949640
14.15,0.949167,0.948135
14.16,0.949111,0.950857
14.17,0.949056,0.951361
14.18,0.949000,0.950717
14.19,0.948944,0.951155
14.20,0.948889,0.952898
14.21,0.948833,0.953672
14.22,0.948778,0.951221
14.23,0.948722,0.949881
14.24,0.948667,0.952198
14.25,0.948611,0.952614
14.26,0.948556,0.952569
14.27,0.948500,0.953316
14.28,0.948444,0.954742
14.29,0.948389,0.952296
14.30,0.948333,0.955088
14.31,0.948278,0.956398
14.32,0.948222,0.954387
14.33,0.948167,0.954386
14.34,0.948111,0.953255
14.35,0.948056,0.954351
14.36,0.948000,0.954575
14.37,0.947944,0.954494
14.38,0.947889,0.954747
14.39,0.947833,0.952772
14.40,0.947778,0.953544
14.41,0.947722,0.952447
14.42,0.947667,0.950226
14.43,0.947611,0.948464
14.44,0.947556,0.948987
14.45,0.947500,0.946803
14.46,0.947444,0.945442
14.47,0.947389,0.946768
14.48,0.947333,0.946372
14.49,0.947278,0.947019
14.50,0.947222,0.947456
14.51,0.947167,0.948832
14.52,0.947111,0.949315
14.53,0.947056,0.947277
14.54,0.947000,0.945597
14.55,0.946944,0.947565
14.56,0.946889,0.949715
14.57,0.946833,0.950797
14.58,0.946778,0.951625
14.59,0.946722,0.950054
14.60,0.946667,0.949915
14.61,0.946611,0.948664
14.62,0.946556,0.950671
14.63,0.946500,0.949708
14.64,0.946444,0.949302
14.65,0.946389,0.951302
14.66,0.946333,0.950329
14.67,0.946278,0.948554
14.68,0.946222,0.946528
14.69,0.946167,0.944725
14.70,0.946111,0.946651
14.71,0.946056,0.947259
14.72,0.946000,0.946975
14.73,0.945944,0.946284
14.74,0.945889,0.944303
14.75,0.945833,0.943060
14.76,0.945778,0.945452
14.77,0.945722,0.945871
14.78,0.945667,0.945526
14.79,0.945611,0.944232
14.80,0.945556,0.946579
14.81,0.945500,0.946435
14.82,0.945444,0.945567
14.83,0.945389,0.947766
14.84,0.945333,0.949490
14.85,0.945278,0.947858
14.86,0.945222,0.946658
14.87,0.945167,0.944371
14.88,0.945111,0.945657
14.89,0.945056,0.944756
14.90,0.945000,0.944037
14.91,0.944944,0.943499
14.92,0.944889,0.942416
14.93,0.944833,0.941788
14.94,0.944778,0.938747
14.95,0.944722,0.939414
14.96,0.944667,0.940070
14.97,0.944611,0.938987
14.98,0.944556,0.938083
14.99,0.944500,0.939137
15.00,0.944444,0.937956
15.01,0.944444,0.937855
15.02,0.944444,0.935069
15.03,0.944444,0.937509
15.04,0.944444,0.938246
15.05,0.944444,0.939564
15.06,0.944444,0.941953
15.07,0.944444,0.940051
15.08,0.944444,0.941771
15.09,0.944444,0.939658
15.10,0.944444,0.940198
15.11,0.944444,0.939644
15.12,0.944444,0.937024
15.13,0.944444,0.935662
15.14,0.944444,0.935551
15.15,0.944444,0.934594
15.16,0.944444,0.934563
15.17,0.944444,0.934393
15.18,0.944444,0.933975
15.19,0.944444,0.932645
15.20,0.944444,0.931968
15.21,0.944444,0.932285
15.22,0.944444,0.932144
15.23,0.944444,0.933909
15.24,0.944444,0.933459
15.25,0.944444,0.933296
15.26,0.944444,0.933886
15.27,0.944444,0.931452
15.28,0.944444,0.932275
15.29,0.944444,0.929395
15.30,0.944444,0.928506
15.31,0.944444,0.929651
15.32,0.944444,0.928327
15.33,0.944444,0.925095
15.34,0.944444,0.926356
15.35,0.944444,0.928601
15.36,0.944444,0.928109
15.37,0.944444,0.930050
15.38,0.944444,0.930182
15.39,0.944444,0.930272
15.40,0.944444,0.930329
15.41,0.944444,0.930924
15.42,0.944444,0.929539
15.43,0.944444,0.929276
15.44,0.944444,0.929309
15.45,0.944444,0.931533
15.46,0.944444,0.931604
15.47,0.944444,0.930599
15.48,0.944444,0.930287
15.49,0.944444,0.929082
15.50,0.944444,0.930633
15.51,0.944444,0.930501
15.52,0.944444,0.930340
15.53,0.944444,0.930284
15.54,0.944444,0.930958
15.55,0.944444,0.928836
15.56,0.944444,0.930863
15.57,0.944444,0.929825
15.58,0.944444,0.930281
15.59,0.944444,0.932295
15.60,0.944444,0.930656
15.61,0.944444,0.932630
15.62,0.944444,0.934584
15.63,0.944444,0.933926
15.64,0.944444,0.934083
15.65,0.944444,0.933177
15.66,0.944444,0.933556
15.67,0.944444,0.932767
15.68,0.944444,0.932101
15.69,0.944444,0.931035
15.70,0.944444,0.929802
15.71,0.944444,0.931402
15.72,0.944444,0.933130
15.73,0.944444,0.935055
15.74,0.944444,0.935052
15.75,0.944444,0.937467
15.76,0.944444,0.937687
15.77,0.944444,0.936729
15.78,0.944444,0.938095
15.79,0.944444,0.936980
15.80,0.944444,0.940555
15.81,0.944444,0.939813
15.82,0.944444,0.938082
15.83,0.944444,0.940434
15.84,0.944444,0.943159
15.85,0.944444,0.942155
15.86,0.944444,0.942494
15.87,0.944444,0.945017
15.88,0.944444,0.942843
15.89,0.944444,0.939696
15.90,0.944444,0.940515
15.91,0.944444,0.941399
15.92,0.944444,0.940717
15.93,0.944444,0.940668
15.94,0.944444,0.942113
15.95,0.944444,0.941046
15.96,0.944444,0.944756
15.97,0.944444,0.944876
15.98,0.944444,0.945034
15.99,0.944444,0.945867
16.00,0.944444,0.944857
16.01,0.944444,0.942179
16.02,0.944444,0.941850
16.03,0.944444,0.942350
16.04,0.944444,0.945430
16.05,0.944444,0.947082
16.06,0.944444,0.945678
16.07,0.944444,0.946545
16.08,0.944444,0.948713
16.09,0.944444,0.948974
16.10,0.944444,0.947617
16.11,0.944444,0.949364
16.12,0.944444,0.950259
16.13,0.944444,0.949672
16.14,0.944444,0.950040
16.15,0.944444,0.947682
16.16,0.944444,0.947015
16.17,0.944444,0.947415
16.18,0.944444,0.946149
16.19,0.944444,0.946864
16.20,0.944444,0.946474
16.21,0.944444,0.944306
16.22,0.944444,0.946409
16.23,0.944444,0.946969
16.24,0.944444,0.946119
16.25,0.944444,0.944598
16.26,0.944444,0.946131
16.27,0.944444,0.944261
16.28,0.944444,0.946641
16.29,0.944444,0.946365
16.30,0.944444,0.946618
16.31,0.944444,0.948204
16.32,0.944444,0.948248
16.33,0.944444,0.946799
16.34,0.944444,0.943309
16.35,0.944444,0.943456
16.36,0.944444,0.944521
16.37,0.944444,0.944232
16.38,0.944444,0.942910
16.39,0.944444,0.945745
16.40,0.944444,0.945556
16.41,0.944444,0.947209
16.42,0.944444,0.947376
16.43,0.944444,0.950849
16.44,0.944444,0.949047
16.45,0.944444,0.949002
16.46,0.944444,0.950151
16.47,0.944444,0.949862
16.48,0.944444,0.950767
16.49,0.944444,0.952662
16.50,0.944444,0.953304
16.51,0.944444,0.953702
16.52,0.944444,0.952775
16.53,0.944444,0.954072
16.54,0.944444,0.954075
16.55,0.944444,0.952485
16.56,0.944444,0.952119
16.57,0.944444,0.954900
16.58,0.944444,0.956168
16.59,0.944444,0.956024
16.60,0.944444,0.955103
16.61,0.944444,0.957616
16.62,0.944444,0.956202
16.63,0.944444,0.956021
16.64,0.944444,0.958061
16.65,0.944444,0.958591
16.66,0.944444,0.955912
16.67,0.944444,0.958735
16.68,0.944444,0.958044
16.69,0.944444,0.961076
16.70,0.944444,0.964303
16.71,0.944444,0.962634
16.72,0.944444,0.961220
16.73,0.944444,0.961237
16.74,0.944444,0.961017
16.75,0.944444,0.961115
16.76,0.944444,0.959173
16.77,0.944444,0.957883
16.78,0.944444,0.957049
16.79,0.944444,0.957521
16.80,0.944444,0.958062
16.81,0.944444,0.958207
16.82,0.944444,0.957877
16.83,0.944444,0.960114
16.84,0.944444,0.958176
16.85,0.944444,0.959347
16.86,0.944444,0.956428
16.87,0.944444,0.957501
16.88,0.944444,0.957727
16.89,0.944444,0.957476
16.90,0.944444,0.958226
16.91,0.944444,0.958923
16.92,0.944444,0.960801
16.93,0.944444,0.960036
16.94,0.944444,0.960425
16.95,0.944444,0.958509
16.96,0.944444,0.957454
16.97,0.944444,0.956888
16.98,0.944444,0.956733
16.99,0.944444,0.955297
17.00,0.944444,0.955084
17.01,0.944444,0.951875
17.02,0.944444,0.952227
17.03,0.944444,0.953168
17.04,0.944444,0.955658
17.05,0.944444,0.955196
17.06,0.944444,0.956023
17.07,0.944444,0.958240
17.08,0.944444,0.960546
17.09,0.944444,0.962096
17.10,0.944444,0.961422
17.11,0.944444,0.961756
17.12,0.944444,0.963453
17.13,0.944444,0.962233
17.14,0.944444,0.962842
17.15,0.944444,0.965737
17.16,0.944444,0.967259
17.17,0.944444,0.964851
17.18,0.944444,0.962359
17.19,0.944444,0.961995
17.20,0.944444,0.961515
17.21,0.944444,0.961130
17.22,0.944444,0.960141
17.23,0.944444,0.960497
17.24,0.944444,0.961575
17.25,0.944444,0.961550
17.26,0.944444,0.964565
17.27,0.944444,0.962915
17.28,0.944444,0.961689
17.29,0.944444,0.964788
17.30,0.944444,0.966381
17.31,0.944444,0.967464
17.32,0.944444,0.967351
17.33,0.944444,0.963821
17.34,0.944444,0.964131
17.35,0.944444,0.962436
17.36,0.944444,0.960562
17.37,0.944444,0.959568
17.38,0.944444,0.962552
17.39,0.944444,0.959731
17.40,0.944444,0.959075
17.41,0.944444,0.957817
17.42,0.944444,0.957679
17.43,0.944444,0.958450
17.44,0.944444,0.958673
17.45,0.944444,0.959592
17.46,0.944444,0.957501
17.47,0.944444,0.958228
17.48,0.944444,0.956936
17.49,0.944444,0.955574
17.50,0.944444,0.954519
17.51,0.944444,0.953897
17.52,0.944444,0.954969
17.53,0.944444,0.956071
17.54,0.944444,0.956003
17.55,0.944444,0.956430
17.56,0.944444,0.959410
17.57,0.944444,0.958876
17.58,0.944444,0.962238
17.59,0.944444,0.961663
17.60,0.944444,0.960345
17.61,0.944444,0.962243
17.62,0.944444,0.963699
17.63,0.944444,0.962891
17.64,0.944444,0.960516
17.65,0.944444,0.961294
17.66,0.944444,0.960726
17.67,0.944444,0.962458
17.68,0.944444,0.963166
17.69,0.944444,0.963817
17.70,0.944444,0.961128
17.71,0.944444,0.958309
17.72,0.944444,0.959117
17.73,0.944444,0.959289
17.74,0.944444,0.960631
17.75,0.944444,0.960575
17.76,0.944444,0.960057
17.77,0.944444,0.960968
17.78,0.944444,0.963334
17.79,0.944444,0.965583
17.80,0.944444,0.968386
17.81,0.944444,0.967878
17.82,0.944444,0.967045
17.83,0.944444,0.963490
17.84,0.944444,0.960741
17.85,0.944444,0.960260
17.86,0.944444,0.962478
17.87,0.944444,0.962434
17.88,0.944444,0.963443
17.89,0.944444,0.965575
17.90,0.944444,0.968355
17.91,0.944444,0.969488
17.92,0.944444,0.968624
17.93,0.944444,0.965700
17.94,0.944444,0.966287
17.95,0.944444,0.968596
17.96,0.944444,0.965876
17.97,0.944444,0.966797
17.98,0.944444,0.968933
17.99,0.944444,0.967307
18.00,0.944444,0.968337
18.01,0.944444,0.967911
18.02,0.944444,0.970207
18.03,0.944444,0.972471
18.04,0.944444,0.971764
18.05,0.944444,0.972732
18.06,0.944444,0.972529
18.07,0.944444,0.970630
18.08,0.944444,0.968031
18.09,0.944444,0.964491
18.10,0.944444,0.967190
18.11,0.944444,0.969469
18.12,0.944444,0.968852
18.13,0.944444,0.965248
18.14,0.944444,0.965634
18.15,0.944444,0.963231
18.16,0.944444,0.961633
18.17,0.944444,0.964128
18.18,0.944444,0.962172
18.19,0.944444,0.963117
18.20,0.944444,0.964008
18.21,0.944444,0.965016
18.22,0.944444,0.964716
18.23,0.944444,0.966786
18.24,0.944444,0.966248
18.25,0.944444,0.967306
18.26,0.944444,0.964858
18.27,0.944444,0.966717
18.28,0.944444,0.968204
18.29,0.944444,0.966559
18.30,0.944444,0.966713
18.31,0.944444,0.963361
18.32,0.944444,0.961701
18.33,0.944444,0.964915
18.34,0.944444,0.964664
18.35,0.944444,0.963890
18.36,0.944444,0.963863
18.37,0.944444,0.963625
18.38,0.944444,0.962826
18.39,0.944444,0.960128
18.40,0.944444,0.958945
18.41,0.944444,0.959043
18.42,0.944444,0.959963
18.43,0.944444,0.958433
18.44,0.944444,0.959760
18.45,0.944444,0.963637
18.46,0.944444,0.960787
18.47,0.944444,0.960550
18.48,0.944444,0.957524
18.49,0.944444,0.958041
18.50,0.944444,0.957759
18.51,0.944444,0.957266
18.52,0.944444,0.957304
18.53,0.944444,0.954844
18.54,0.944444,0.955139
18.55,0.944444,0.954329
18.56,0.944444,0.952477
18.57,0.944444,0.954251
18.58,0.944444,0.956266
18.59,0.944444,0.957330
18.60,0.944444,0.957322
18.61,0.944444,0.960611
18.62,0.944444,0.962133
18.63,0.944444,0.965042
18.64,0.944444,0.963196
18.65,0.944444,0.964549
18.66,0.944444,0.966454
18.67,0.944444,0.966478
18.68,0.944444,0.963587
18.69,0.944444,0.962997
18.70,0.944444,0.962147
18.71,0.944444,0.965556
18.72,0.944444,0.965548
18.73,0.944444,0.966165
18.74,0.944444,0.969339
18.75,0.944444,0.971448
18.76,0.944444,0.970641
18.77,0.944444,0.968824
18.78,0.944444,0.967881
18.79,0.944444,0.965128
18.80,0.944444,0.964506
18.81,0.944444,0.965053
18.82,0.944444,0.962070
18.83,0.944444,0.959534
18.84,0.944444,0.958421
18.85,0.944444,0.959103
18.86,0.944444,0.959465
18.87,0.944444,0.961071
18.88,0.944444,0.962296
18.89,0.944444,0.962695
18.90,0.944444,0.963494
18.91,0.944444,0.960970
18.92,0.944444,0.958033
18.93,0.944444,0.958905
18.94,0.944444,0.956894
18.95,0.944444,0.956888
18.96,0.944444,0.957824
18.97,0.944444,0.958250
18.98,0.944444,0.957143
18.99,0.944444,0.956370
19.00,0.944444,0.955744
19.01,0.944444,0.954991
19.02,0.944444,0.954382
19.03,0.944444,0.955856
19.04,0.944444,0.956496
19.05,0.944444,0.960241
19.06,0.944444,0.959101
19.07,0.944444,0.961135
19.08,0.944444,0.961336
19.09,0.944444,0.960674
19.10,0.944444,0.956354
19.11,0.944444,0.957984
19.12,0.944444,0.957647
19.13,0.944444,0.958671
19.14,0.944444,0.961310
19.15,0.944444,0.964860
